MolecularWeight_Mean,ProteinGroups,Genes,ProteinDescriptions,ProteinNames,83-6,Control1,Control2,56-1,56-2,69-1,82-1,82-2,1-May,2-May,3-May,29-1,29-2,29-3,1-Nov,2-Nov,3-Nov,5-Nov,6-Nov,21-1,21-3,68-1,81-1,81-2,2-Mar,3-Mar,45-2,47-1,47-2,47-3,1-Dec,6-Dec,48-3,67-1,67-2
145257.47,D4A8H8,Cyfip1,Cytoplasmic FMR1 interacting protein 1 (Predicted),D4A8H8_RAT,0.836110151,0.606587075,0.667105291,0.656920876,0.585098507,0.610667476,0.654282812,0.706299971,0.572355725,0.599272309,0.600290233,0.569626083,0.653303648,0.589555022,0.688132154,0.751021679,0.571012533,0.570978568,0.679911654,0.63931217,0.605110453,0.43726116,0.654958691,0.636506371,0.599324368,0.595030848,0.642827648,0.624249199,0.621708961,0.644349205,0.662750109,0.609447547,0.585577603,0.652524547,0.561084331
29249.75,D4A8N1,Dpm1,"Dolichyl-phosphate mannosyltransferase subunit 1, catalytic",D4A8N1_RAT,0.983591042,0.956325315,1.192528685,1.201012822,1.085965171,1.08868179,1.165912358,1.553948752,0.830518998,1.01019908,1.256668373,0.869992129,1.154340563,1.143055797,1.204864712,1.048376458,1.054323439,0.858317376,1.198476915,0.83376597,0,0,1.916890894,0.864500298,1.035822104,0.741990444,1.096369516,1.155445703,0.98385364,0.86509607,0.934225913,0.605486063,0.965564601,0.897943152,0.567461241
20198.22,D4A8T3,Copz1,"Coatomer protein complex, subunit zeta 1",D4A8T3_RAT,5.840850235,6.540358923,7.989613439,7.603955203,6.9618988,7.199569345,7.886973349,7.69066796,6.455040922,6.676351736,6.453222985,6.47710141,7.397692456,7.043366663,7.723401201,7.281129479,6.615744273,6.697805436,7.131174543,7.153175024,7.135580016,1.297046404,7.179535868,7.325334912,6.022044483,6.878405553,6.558640329,7.154333072,7.310699383,7.367485817,7.152074685,7.137750139,7.382085005,7.27849448,7.368055012
57420.52,D4A904,Nags,N-acetylglutamate synthase,D4A904_RAT,0,0,0.230058422,0,0,0.173724768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.178579631,0.325007941,0,0,0,0,0,0,0,0.396817877,0,0.137300841,0,0
108646.49,D4A914,Xrn2,5'-3' exoribonuclease,D4A914_RAT,0.235460018,0.210719307,0.235005685,0.270020809,0.234883136,0.183161838,0.225282781,0.230673434,0.193861899,0.220177703,0.234068919,0.173585227,0.225107397,0.183875351,0.198416416,0.178427251,0.159540273,0.154720957,0.174547031,0.182901527,0.186353318,0.247562618,0.243793699,0.210067113,0.160356313,0.170780628,0.224853411,0.20576553,0.167958448,0.21377566,0.249899792,0.158857921,0.209931599,0.217642566,0.229101558
96001.9,D4A962,Hnrnpul1,Heterogeneous nuclear ribonucleoprotein U-like 1,D4A962_RAT,0.859720874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.054910632,0,0,0,0,0,0,0,0,0,0,0,0,0
111184.81,D4A994,Emc1,ER membrane protein complex subunit 1,D4A994_RAT,0.283735518,0.363023369,0.501610307,0.496422973,0.529300777,0.569887156,0.51371067,0.529995652,0.454461408,0.478099403,0.472293838,0.483991202,0.501616152,0.496993326,0.509177726,0.492586801,0.55285001,0.39448473,0.523324871,0.555842805,0.488298507,0,0.47276298,0.515187663,0.460996528,0.444382392,0.438348272,0.433771786,0.482559701,0.42744041,0.353667024,0.334028709,0.383940145,0.401624603,0.347786722
27503.05,D4A9A3,Cenpv,Centromere protein V,D4A9A3_RAT,1.142662398,1.373923607,1.193110821,1.121266883,1.004895813,1.133350741,1.129823766,1.155380217,0.988757917,1.061237435,1.01559358,0.860712333,1.157704465,1.181768585,1.247837565,1.271905398,1.107263821,1.038078361,1.219531918,1.299496048,0.969377124,1.063879834,1.093873925,1.046566845,1.134477333,1.3285742,1.09076188,1.149458039,1.044600266,1.154014708,1.047889273,1.096399269,1.114645471,1.101479663,1.101730437
131730.97,D4A9D6,Dhx9,DEAH (Asp-Glu-Ala-His) box polypeptide 9 (Predicted),D4A9D6_RAT,1.268473277,0.942169172,0.974977752,0.972886744,0.871486777,0.889363546,0.978523135,1.115610426,0.866080479,0.855564614,0.890418497,0.78506713,0.943610148,0.951968104,1.051850389,1.051963426,0.8399971,0.83054938,0.99234861,0.838075214,0.8479674,0,0.925688971,0.99875425,0.777739909,0.824666241,0.950904718,0.907048703,0.912415689,1.060229435,1.031923416,0.958291862,0.889682833,0.967991531,0.964864424
77806.56,D4A9D8,Osbp,Oxysterol-binding protein,D4A9D8_RAT,0.832367022,0.660054568,0.724026499,0.809269116,0.788198483,0.738658293,0.820539361,0.880806361,0.694058197,0.754002243,0.712600748,0.645389756,0.859593712,0.812613468,0.790794235,0.812882335,0.641142639,0.750699348,0.812817684,0.657905178,0.665924167,0.765055243,0.773115821,0.800906701,0.76252082,0.710545028,0.806930455,0.731803204,0.718494007,0.852772926,0.811058002,0.765456491,0.703918471,0.80279713,0.804123001
27744.57,D4A9L2,Srsf1,"RCG34610, isoform CRA_c",D4A9L2_RAT,10.08082454,7.967046387,8.944178779,9.104436415,8.252302515,8.476969267,8.680103346,9.775687139,7.127200641,7.793692003,7.628207186,6.758391101,8.332322433,8.567942204,9.793830514,9.458288759,7.127775247,8.066714895,9.304473677,7.393678765,7.449756276,1.368278411,7.927130198,8.412118883,6.956217853,7.683591422,8.111908423,8.155057811,8.628272352,9.154584377,9.450424017,8.275486137,8.629151678,8.725055492,8.970434178
71919.52,D4A9N5,Trim25,Tripartite motif-containing 25,D4A9N5_RAT,0.303489335,0.311942625,0.354843725,0.29031983,0.27255454,0.348709885,0.32144037,0.29092093,0.251427815,0.252759502,0.22539219,0.270403412,0.335832408,0.284532985,0.281580582,0.308469686,0.261828132,0.264160303,0.293619277,0.314369437,0.302507999,2.032792389,0.310056147,0.312811171,0.270973724,0.285978224,0.3313776,0.281852703,0.242134047,0.294278953,0.251128105,0.253992147,0.243964433,0.314579069,0.31711543
10186.53,D4A9P7,Bola2,BolA family member 2,D4A9P7_RAT,5.457814333,3.621053895,4.333160074,3.989587329,3.465860017,3.596543666,4.535412134,4.331531197,3.836681587,3.929733898,3.833898402,3.681448606,4.612597229,4.101483986,4.471406726,4.480180345,3.392629192,3.614560868,3.644373819,3.0434651,3.878638738,4.226654257,4.013573001,3.933730709,3.932973383,3.491672035,3.874417656,3.696681106,3.646676172,4.381752711,3.982090425,3.870372798,3.603254615,3.829539376,3.850665407
50320.51,D4A9Q5,Cpm,Carboxypeptidase M,D4A9Q5_RAT,11.77646566,9.933015566,10.19600238,11.08111639,9.676504872,10.41225085,10.69271527,11.44159248,8.306477055,9.175063395,8.216467402,8.676434453,9.330116862,9.215203387,9.229394436,9.364163172,8.697381581,9.546441444,9.28239047,11.01209638,0,5.035001211,9.795167354,10.17189492,8.610904237,8.373756914,9.497216298,9.007193137,9.370878189,9.068796929,8.65030117,8.918408953,8.769786397,9.785246545,10.34862772
27054.81,D4A9T5,Efhd1,"EF-hand domain family, member D1",D4A9T5_RAT,1.322913359,1.139798075,1.478546681,1.941069999,1.914606018,1.169211065,1.897755595,1.716684016,1.504728556,1.546975493,1.95225002,1.632413664,1.814696487,1.722502199,1.829130627,1.348919123,1.329124121,1.404374185,1.547275893,1.167852919,1.603082005,1.177084131,1.814461163,2.117854832,1.766723975,1.417900367,1.641626408,2.049805741,1.678369087,1.688376131,2.139571361,1.236704657,1.311691236,1.753799697,1.786229828
65753.15,D4A9V7,LOC100911305,"Methionine--tRNA ligase, mitochondrial-like",D4A9V7_RAT,0.268886543,0.317955241,0.317993147,0.323972165,0.298942722,0.267408532,0.344686559,0.341307,0.322813218,0.246121135,0.289100184,0.336332581,0.266178953,0.251665956,0.265977163,1.325014692,0.295267815,1.118427775,0.305919539,0.331385137,0,0.473100797,0.475153961,0.257059558,0.312408486,0.38995806,0.28067222,0.279621088,0.224310373,0.295650605,0,0.856769757,0.278891015,0.281217677,0.399652668
66056.18,D4A9W3,Dglucy,Similar to hypothetical protein FLJ20950,D4A9W3_RAT,2.307802858,2.974062783,2.625533124,3.852087562,2.691200548,2.438281549,2.597892906,2.668072072,2.570939242,3.235132695,2.510804617,2.379257159,2.503519949,2.737654331,2.998833315,2.717767487,3.320914245,1.677599597,2.026870601,2.910332878,3.471618974,3.046326363,3.45038432,3.176110819,3.559911406,3.13984388,3.317720266,3.042931157,2.80019131,2.958673142,2.435063046,2.578084962,2.893784541,2.906967403,2.395474513
23403.1,D4A9Y0,Sdf2l1,RCG36668,D4A9Y0_RAT,1.086369017,1.101867728,1.356237026,1.053232095,0.959142261,0.939826306,1.175165518,1.119782137,0.831769009,1.108214589,0.964225231,0.984124763,1.285421335,1.089668237,1.217231637,1.184190681,1.171470489,1.254879199,1.446880266,0.857565864,0.752833211,2.110765157,1.157032029,1.10326341,1.104132443,1.088911047,1.166838929,1.25426726,1.566456118,1.335787257,1.283215815,1.110845243,1.071348096,1.285931675,1.078007359
36206.68,D4A9Z6,Mrps35,Mitochondrial ribosomal protein S35,D4A9Z6_RAT,1.018981148,1.218355614,1.329738091,1.261365151,1.341408796,1.261796875,1.396113606,1.317578597,1.144461392,1.417642575,1.325360285,1.057680106,1.186224663,1.369802082,1.215692925,1.287961283,1.229505306,1.166243534,1.164958457,1.526075097,1.33519271,0,1.435339963,1.438364661,1.032094027,1.183736148,1.176915507,1.217115747,1.565683471,1.216772678,1.509776138,1.499395062,1.262629295,1.337758243,1.370212629
24960.68,D4A9Z8;M0RCH6,Chmp4bl1;,Chromatin-modifying protein 4B-like 1;Uncharacterized protein,D4A9Z8_RAT;M0RCH6_RAT,2.136314249,1.273846409,1.511538168,1.461273038,1.481780923,1.476906407,1.497572619,1.657273269,1.151863473,1.38167676,1.346912444,1.223037335,1.58462184,1.442601911,1.535099199,1.868693811,1.250114244,1.523667538,1.477016905,1.424100018,1.410860947,9.611764014,1.485921048,1.411280138,1.359311089,1.212875959,1.417468185,1.465599815,1.325982766,1.705355795,1.381048213,1.410049616,1.341620085,1.563509911,1.33288193
24249.86,D4AA35,Asmtl,Acetylserotonin O-methyltransferase-like,D4AA35_RAT,5.205781897,5.252900535,3.393822174,3.302286508,4.58380789,4.680574724,2.408767302,2.636361595,2.496463709,2.933998434,2.890371742,2.846908418,3.084331079,3.283707957,5.702841686,4.915902546,4.380080142,4.074540783,5.246434383,3.172288523,3.297572901,0.936248484,5.381195812,5.280611985,4.33016519,2.800365674,4.866433225,4.974986862,2.828693269,5.149472141,5.270941542,5.007931663,3.000142761,5.24532652,3.17843644
67259.98,D4AA63,Ubqln2,Ubiquilin 2,D4AA63_RAT,0.423974744,0.361330991,0.364171555,0,0,0,0.350734462,0,0.327272882,0,0,0.253777968,0.33163453,0,0,0,0.290394383,0,0.321404613,0,0,0.452698121,0,0,0,0,0,0.273742611,0,0.311437875,0,0,0,0,0
15293.11,D4AAE9,Cisd2,CDGSH iron sulfur domain 2,D4AAE9_RAT,11.58256561,8.464215338,8.087961857,9.857363425,9.296955109,10.18931637,10.26110749,10.17285245,8.030925579,8.889719016,8.717428174,8.1114501,9.870015744,9.059858304,8.467550718,10.64210253,10.07721215,7.388204979,10.08346139,11.01842037,10.86893126,2.169149371,10.28477712,9.719837645,9.967005681,8.654107534,8.942488908,8.105455334,8.783845563,7.717104661,6.656868322,5.537848912,5.331987736,7.115937946,7.069286286
9725.19,D4AAT4,Snrpf,RCG48672,D4AAT4_RAT,6.94668411,5.372128177,5.753273239,6.59560953,4.848556369,5.815959537,5.441390242,5.95725215,4.926014816,5.071422283,5.032824871,4.902985052,5.738741146,6.017815334,6.673277358,6.891232237,5.055303162,5.058820428,5.804893531,4.837089798,5.568399752,17.13149527,5.988148996,5.837494664,4.83728999,4.605357271,5.914950084,5.737115265,5.597798938,5.809735568,6.837162879,5.116721759,5.41570716,5.938171467,6.808637088
36518.01,D4AAT7,Naxd,ATP-dependent (S)-NAD(P)H-hydrate dehydratase,NNRD_RAT,0.60031379,0.550926445,0.476043157,0.688925487,0.706425851,0.549775672,0.535088105,0.626568861,0.756870876,0.51592299,0.531775762,0.600191447,0.702571353,0.753959246,0.621731214,0.561652293,0.53526981,0.455328297,0.890819534,0.637997981,0.434949617,0,0.4638407,0.519417133,0.52763496,0.580492003,0.78574457,0.562799283,0.686339743,0.560897292,0.709707227,0.575497953,0.704552585,0.636755454,0.580253489
46570.69,D4AAV1,Amdhd1,Amidohydrolase domain-containing 1,D4AAV1_RAT,2.290526168,1.679072503,1.075324838,1.495023209,1.268726376,2.574029631,2.170237824,0.772095285,3.090976926,1.137793122,1.180341073,1.747706091,1.232906775,3.363218929,0.245407,1.308127125,2.811596284,1.228799978,1.103737357,1.287358323,0,2.368721464,3.46800981,1.338534092,1.748531519,2.642944742,1.094195166,1.488206566,1.167963221,0.348615887,2.110383978,1.410863498,3.300977401,2.023705587,1.265814076
125789.72,D4AAX6,Plch2,Phosphoinositide phospholipase C,D4AAX6_RAT,74.10987378,82.09890314,79.3437645,86.22389604,89.34137196,81.02365925,68.35930246,66.10799398,65.23301705,66.48969064,61.90148689,80.9416963,60.68907341,55.35915977,58.84779211,53.99740514,68.55014213,70.8139873,58.14047336,88.96950547,89.60021338,0.44923762,61.17646574,72.33790109,63.84270007,68.84903108,62.16056643,72.66669479,81.85451398,56.08278055,72.78500441,69.78487981,74.36060235,64.4373614,67.56571841
17380.12,D4AB01,Hint2,"Histidine triad nucleotide binding protein 2 (Predicted), isoform CRA_a",D4AB01_RAT,23.35384348,22.11460617,18.67044145,19.92355966,18.69413257,19.35390846,23.10874878,22.79241221,20.24670802,20.00624433,23.06041777,16.43684954,20.41711483,20.88271882,20.87596014,22.51736849,20.39402304,17.16874474,23.63765999,15.00520012,15.67748142,2.371527935,22.44407509,21.08474006,20.5756019,21.60176861,24.95729128,19.0764464,15.94655868,21.68426327,19.57038463,20.93517895,16.2331253,21.81249685,19.03265217
122141.18,D4AB03,Fam120a,Family with sequence similarity 120A,D4AB03_RAT,0.809282469,0.35121985,0.343218634,0.36030333,0.288150762,0.338439591,0.3844361,0.506955337,1.033085748,1.028216,1.790307428,0.581794671,0.335366965,0.714758181,0.622692728,0.356325479,0.759592664,0.843020391,0.625181782,0.483614492,0.52354781,0,0.345405665,0.456739494,0.301613571,0.762677909,0.629430478,0.743764476,0.712600404,0.883470723,0.315247467,0.365868051,0.854917993,0.707421494,0.619794869
43104.37,D4ABI7,Hacd3,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase,D4ABI7_RAT,0.622946925,0.605637447,0.830417659,0.712502825,0.966713019,0.902105928,0.828441088,0.914173921,0.660438451,0.700838883,0.723166139,0.892632725,0.814274289,0.773449858,1.017283,0.934088999,0.801517473,0.683401056,0.847177772,0.669950812,0.631433857,279.0403158,0.891052992,0.668207819,0.675298576,0.679809667,0.694245734,0.709080764,0.592789968,0.6956919,0.748874993,0.513225225,0.492409921,0.540722304,0.477570851
36869.44,D4ABK7,Hnrnph3,Heterogeneous nuclear ribonucleoprotein H3,D4ABK7_RAT,2.587437063,1.125516017,1.32538241,1.224366116,1.316254314,1.352321472,1.399856355,1.650949159,1.018183687,1.245601793,1.238949312,1.057084237,1.392606236,1.34417247,1.704327074,1.943595333,1.098277412,1.30008116,1.555592245,1.104164848,1.04363981,8.498710639,1.185530633,1.340463688,1.162197249,0.988694786,1.407717895,1.397308627,1.164638128,1.561001679,1.587770898,1.361326972,1.200624031,1.401322996,1.406565197
84859.34,D4ABT8,Hnrnpul2,Heterogeneous nuclear ribonucleoprotein U-like 2,D4ABT8_RAT,1.141341414,1.452944703,1.141562416,1.596687187,1.611760284,1.241392903,1.00751883,3.389782501,2.59283798,2.846426674,3.06252269,2.552521528,3.173768274,3.055458933,3.282299115,0.964895495,2.906263248,2.826544991,0.971850556,1.694214581,2.633041713,0.810221494,2.737279876,2.776513268,0.732286941,0.90710573,2.885280072,2.78362349,2.694848361,0.902039766,2.759552369,2.639541849,2.440565149,2.85625496,2.894720449
80489.18,D4ABY2,Copg2,Coatomer subunit gamma-2,COPG2_RAT,0.582541872,0.341214945,0.541249516,0.544215319,0.338941199,0.401660078,0.522948755,0.545662801,0.417874721,0.512324826,0.461635193,0.396662223,0.349937248,0.490574587,0.431142253,0.530994297,0.473043081,0.299182464,0.506604729,0.487791527,0.498219212,0.5511401,0.512122573,0.480039119,0.465072134,0.405322831,0.484930403,0.515243699,0.536822232,0.546449076,0.375870912,0.374561577,0.4847331,0.521237212,0.48831511
59658.21,D4AC23,Cct7,Chaperonin-containing TCP1 subunit 7,D4AC23_RAT,7.818930561,6.091822162,6.68390031,6.56497766,6.209560437,6.598024068,6.871278874,7.409289455,5.8003751,6.3645228,6.176110039,5.72183076,6.672379711,6.354687628,6.842766457,7.114977872,6.310170578,6.447551147,6.907367376,6.923598252,6.929810441,0.699479188,6.614473822,6.706734008,6.888059288,6.222745383,6.742009934,6.64815089,6.731602551,6.921279533,6.733196965,6.507701192,6.442210025,6.890955984,6.385743716
37997.23,D4AC36,Eif3f,Eukaryotic translation initiation factor 3 subunit F,D4AC36_RAT,4.053508008,3.226080198,3.504490622,3.814445284,3.25053762,3.673332516,3.718562052,3.984956627,3.148043616,3.168207399,3.290057291,3.314998349,3.563019731,3.568778677,3.56632635,3.85298373,3.129168753,3.536969277,3.784002831,3.683331048,3.57288061,3.779586653,3.362666178,3.852473743,3.404004385,3.513345948,3.749940314,3.504572805,3.601111463,3.833381909,3.889027386,3.712454767,3.518369528,3.830537229,3.740582017
89725.735,D4AC38;F1LUQ5;F1LUS2;Q9QZ81,Ago1;Ago4;Ago3;Ago2,"Argonaute 1, RISC catalytic component;Argonaute 4, RISC catalytic component;Protein argonaute-3;Protein argonaute-2",D4AC38_RAT;F1LUQ5_RAT;F1LUS2_RAT;AGO2_RAT,0.514505,0.413917874,0.427629606,0.348818271,0.435697891,0.446574095,0.428613777,0.467760034,0.325985172,0.327852612,0.384314948,0.361089324,0.450531,0.398934285,0.399123139,0.433713542,0.337069663,0.371130507,0.407669276,0.394531232,0.45181606,0.348724308,0.463569231,0.400610347,0.379208622,0.341143431,0.403298492,0.394893583,0.36651964,0.444101723,0.400278907,0.354554321,0.367186634,0.43266064,0.366848456
59588.52,D4ACB8,Cct8,"Chaperonin subunit 8 (Theta) (Predicted), isoform CRA_a",D4ACB8_RAT,6.337151923,5.78733347,6.339433194,6.180808495,5.883016378,5.923829711,6.162492921,6.438251148,5.148664795,5.529899531,5.452541305,5.695836451,6.336791852,5.79045176,6.005515956,6.076931092,5.283298489,5.893544696,6.24813556,6.474376488,6.208850109,5.463349695,6.095509569,6.157631972,5.548627432,5.678882991,5.91762797,5.964399341,5.947436759,6.208305641,6.210027849,5.636653636,6.014915958,6.194138644,6.149237759
72269.97,D4ACG2,Ilvbl,"IlvB (Bacterial acetolactate synthase)-like (Predicted), isoform CRA_c",D4ACG2_RAT,0.672624781,0.446889651,0.493999811,0.568131614,0.492479796,0.659369989,0.520967926,0.601774298,0.446012982,0.438060214,0.499130079,0.302075476,0.525936558,0.461606845,0.449523908,0.603471978,0.530223542,0.399443089,0.50587302,0.606636299,0.51588123,2.201659799,0.508263269,0.541171808,0.552737847,0.439294408,0.566121421,0.470971209,0.504024222,0.421241662,0.519107149,0.384491497,0.25241488,0.420196723,0.32984444
16829.79,D4ACG8,Fuom,Fucose mutarotase,D4ACG8_RAT,3.420182701,4.37290998,5.733073622,4.672227231,5.138102145,4.184082518,4.649532388,4.506605106,3.587992584,3.621441978,3.833356912,3.548137075,3.887961888,3.798494065,5.881680149,3.984171251,3.861796607,3.577476107,4.418204164,3.472357217,0,2.885258752,10.54942832,4.416274464,3.634455069,3.981590332,5.03382471,4.102148908,3.443687081,4.493077363,3.88250707,4.081952344,3.54150702,4.114860995,3.958694801
15409.16,D4ACJ1;P62850,LOC100363469;Rps24,40S ribosomal protein S24,D4ACJ1_RAT;RS24_RAT,3.270686855,2.891872247,2.600555897,2.288757484,2.266594995,3.343131554,2.051883676,1.934083157,2.33047631,2.507060534,1.856278904,1.943824119,2.287476799,2.371152256,2.037441246,2.01481975,2.394618677,2.627564598,1.825306613,6.280135204,9.419834842,22.58674211,2.421630641,2.291746032,1.795530857,3.117491732,2.385207024,2.721601487,3.287304536,2.481572105,2.387794079,2.150518267,2.788544107,2.691441595,2.749613784
57058.41,D4ACL2,Ttc38,Tetratricopeptide repeat domain 38,D4ACL2_RAT,0.841820445,1.064732971,1.397165421,1.115883526,1.391217742,1.240619296,1.194327004,1.34556058,1.015650894,1.261322505,1.135259316,1.107007067,1.29549369,1.402336901,1.522372034,1.141299905,1.111045453,0.949739736,1.25106141,1.094357684,0.933807322,1.631242065,1.088342813,1.208628754,0.928231247,1.123205071,1.132372722,1.247806581,1.152244367,1.27745866,1.411807969,1.181035884,1.217264044,1.115353815,1.168549405
62361,D4ACM1,Elp3,Elongator complex protein 3,D4ACM1_RAT,0,0.526008965,0,0,0.38010072,0,0.418687905,0.339056012,0.404395871,0.318944923,0.35089108,0.345978683,0.364052003,0.416168481,0.446468034,0.487745574,0.325576522,0.309265103,0.3792272,0.406660143,0.392531046,0.876894697,0.510326015,0.41410909,0.397866327,0.371291837,0.333592076,0.327538864,0.432702093,0.429062351,0.400624418,0.396309267,0.373778996,0.435373475,0.360974929
8231.91,D4AD70;P63174,RGD1561636;Rpl38,Similar to 60S ribosomal protein L38;60S ribosomal protein L38,D4AD70_RAT;RL38_RAT,10.65081994,20.98857943,18.67323368,20.42117497,11.29994677,10.5827987,22.67407552,19.61277481,16.76307748,18.49175522,16.96839299,13.10349743,12.38757377,16.42264864,20.13907667,18.54270366,16.71743186,20.43337133,18.158169,17.86917128,14.30786881,27.49261523,17.98520503,22.06462257,15.03297522,24.24252142,19.44514435,22.98210809,21.9158203,17.34369213,16.34429439,18.76635988,18.95388023,23.13604127,15.7787932
16431.73,D4ADD7,Glrx5,Glutaredoxin 5,D4ADD7_RAT,4.957843738,4.164078437,4.511100974,4.233115572,3.51235442,4.153206467,4.401779602,5.949746538,4.759373073,4.462651483,5.318678646,4.690367532,5.480979387,5.557599739,6.202159118,5.608435715,4.918605479,4.730736514,5.509031621,3.377248199,4.025318144,3.905327276,5.334092899,5.919183365,5.326251411,4.816605569,5.107746072,4.696879226,4.2511214,6.389046712,5.124718251,5.511123427,4.743789376,6.467959057,5.630644709
14204,D4ADF5,Pdcd5,Programmed cell death 5,D4ADF5_RAT,3.076096315,1.436881022,1.793660517,1.673917544,1.42137056,1.863621312,1.892575165,2.926770552,2.0947276,2.363428693,2.696437476,1.932716185,2.453963551,2.632873879,2.771936795,3.170647444,2.1689133,2.353257329,2.908988691,1.650847285,1.677385608,1.758436699,2.429389279,2.169463367,2.056808169,1.921802181,2.533097809,1.942409786,2.093027493,2.925832197,1.824637875,2.211619998,2.37046539,2.491550539,2.112164827
40846.79,D4ADQ1,Rrm2b,Ribonucleotide reductase M2 B (TP53 inducible) (Predicted),D4ADQ1_RAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622603394,0,0,0,0,0,2.004724301,0.42032102,0,0,0,0,0,0,0,0,0.250504532,0,0,0
16732.51,D4ADS4,Mgst3,Microsomal glutathione S-transferase 3,D4ADS4_RAT,13.66699025,15.36686466,10.59170923,15.56315292,14.15724884,13.13595274,16.61197252,15.19215202,14.22532033,11.6139551,14.12927834,12.72933335,11.98183082,13.43431227,11.87063719,14.57856913,15.64337698,12.46390245,14.76907692,12.13346513,12.01900499,4.083213656,15.12513249,14.06535387,14.54906694,15.43629943,15.27468356,13.3521799,10.8706848,12.6678753,11.0985531,12.70231134,11.14701571,14.64164404,11.64080344
68363,D4ADT5,Ddx58,DEAD (Asp-Glu-Ala-Asp) box polypeptide 58 (Predicted),D4ADT5_RAT,0.491681665,0.419113703,0.356015277,0.423212406,0.359233686,0.353178676,0.282103838,0.394844301,0.29845504,0.313279711,0.36928169,0.209502015,0.388149037,0.296730979,0.360684644,0.322607147,0.346232897,0.293489964,0.296747845,0.342479373,0.515511215,0.38855546,0.317703339,0.452426182,0.401362502,0.325850676,0.283448193,0.334536632,0.466327949,0.396693679,0.441739157,0.315658545,0.23205524,0.292367595,0.415886801
46414.82,D4AE02,Fam98b,"Family with sequence similarity 98, member B",D4AE02_RAT,1.104362911,0,0.915252455,0,0.778522002,0,0.892308295,0.953342063,0.816399124,0.93926202,0.887702798,0.813564994,0.921665907,0.494048001,0.653094203,0,0,0.848719666,0.5005988,0,0.723347179,0.090272774,0.869827109,0,0,0,0,0.871634766,0,0,1.023649461,0,0,0,1.123192106
53338.5,D4AE09,Cyp39a1,"Cytochrome P450, family 39, subfamily a, polypeptide 1",D4AE09_RAT,0,3.624619902,4.26566957,0,0.12979211,6.636290682,0,3.750368947,7.351778714,6.388376878,7.119041001,3.468930591,0.31487966,8.928522683,0.031622602,0,8.847879099,4.017519447,0,0,0,2.43543616,8.001288762,0,0,8.566798555,7.277244542,6.869226272,8.121936017,6.780532421,0,6.112378439,9.100719006,0,0
43451.97,D4AE56,Ptges2,Prostaglandin E synthase 2,D4AE56_RAT,1.299780239,1.88530536,1.98818555,1.857981573,1.913678974,1.875635608,1.730842735,1.911738805,1.525849731,1.497043051,1.606931158,1.549579839,1.608939627,1.662210148,1.785192753,1.51844631,1.820334551,1.449973973,1.74497541,1.788931277,1.472317563,0.374296009,1.776564575,1.83055689,1.531839079,1.892037891,1.708768149,1.888927113,1.662748532,1.694099074,1.696195296,1.653760418,1.787181465,1.695704399,1.83305184
119488.46,D4AE96,Ipo7,Importin 7,D4AE96_RAT,0.225079306,0.169887527,0.229645682,0.234593642,0.216403853,0.25118823,0.222352011,0.230992842,0.183395857,0.194234993,0.183565107,0.200608441,0.206752084,0.200136456,0.253405126,0.230111375,0.18187837,0.154347195,0.207169426,0.188872484,0.069628718,0,0.301887577,0.211839712,0.17988057,0.174135815,0.188944084,0.203898124,0.19109883,0.217743371,0.213768862,0.179024189,0.180276594,0.171906064,0.205781717
13530.705,D4AEC0;P0C0S7,H2afv;H2afz,Histone H2A;Histone H2A.Z,D4AEC0_RAT;H2AZ_RAT,21.75050064,11.19805436,12.03758844,12.30735888,10.79117841,20.94559204,11.02087326,12.23786118,10.0145003,11.57290404,10.81901301,9.539325528,13.17527857,11.33728525,13.12718123,13.178319,13.28038381,9.29925209,12.28573478,22.97063141,24.55886802,0,11.76152866,12.09763797,11.6177817,10.6171702,11.48008764,12.01487171,15.22999259,13.39526538,12.16308696,11.82007487,11.43971102,12.51824067,11.97065974
25526.645,D4AED6;F1M3Y3,Mettl27;,"RCG21708, isoform CRA_a;Uncharacterized protein",D4AED6_RAT;F1M3Y3_RAT,1.034799618,0.683070976,0.884940336,0.672709824,0.720401556,0.868453036,0.801652685,1.001751368,0.77238813,0.816024307,0.816441295,0.610675979,0.990679465,0.896821524,0.725613382,0.549825086,0.598068086,0.787103211,0.862118596,0.560630841,0.921213973,2.470152083,0.811627077,0.742034729,0.738145312,0.435269057,0.741262725,0.843315434,0.759536646,0.886212778,0.939820962,0.872575954,0.750088153,0.786192578,0.860017022
46476.53,D4AEG7,Tbc1d13,"TBC1 domain family, member 13",D4AEG7_RAT,1.023703457,1.261821685,1.139487693,1.330496894,1.125360534,1.039605858,1.174272132,1.155618216,0.997732849,0.989300141,0.948041891,1.016931664,0.916052918,0.945109162,0.996200467,1.126426209,1.141133537,0.830939392,1.050626624,1.150726706,1.302330624,0.484566942,1.210945541,1.086021896,1.122694842,1.148816868,1.115809186,1.043347623,0.829234438,0.906733629,0.967747498,0.940512149,0.911818876,1.095216144,0.943949993
